"Rel_Abundance"	"variable"	"value"
"5608"	"UW_MP_BURK1_1"	"MS_ConversionResidue_Day084_Illumina"	0
"5609"	"UW_MP_ENTER2_1"	"MS_ConversionResidue_Day084_Illumina"	0
"5610"	"UW_MP_PREV4_1"	"MS_ConversionResidue_Day084_Illumina"	0
"5611"	"UW_TS_LAC6_1"	"MS_ConversionResidue_Day084_Illumina"	0
"5612"	"MS_COR2_2018_genome"	"MS_ConversionResidue_Day084_Illumina"	0.86175805
"5613"	"MS_COR3_2018_genome"	"MS_ConversionResidue_Day084_Illumina"	0.21541782
"5614"	"MS_LAC4_2018_genome"	"MS_ConversionResidue_Day084_Illumina"	0.9917425
"5615"	"UW_DM_ACUT1_1"	"MS_ConversionResidue_Day084_Illumina"	0
"5616"	"UW_DM_ACUT3_1"	"MS_ConversionResidue_Day084_Illumina"	0
"5617"	"UW_MP_BACIL8_1"	"MS_ConversionResidue_Day084_Illumina"	0
"5618"	"UW_MP_BIF11_1"	"MS_ConversionResidue_Day084_Illumina"	0
"5619"	"UW_MP_BIF18_1"	"MS_ConversionResidue_Day084_Illumina"	0
"5620"	"UW_MP_BIF19_1"	"MS_ConversionResidue_Day084_Illumina"	0
"5621"	"UW_MP_BIF7_1"	"MS_ConversionResidue_Day084_Illumina"	0
"5622"	"UW_MP_BIF9_1"	"MS_ConversionResidue_Day084_Illumina"	0
"5623"	"UW_MP_BUL1_1"	"MS_ConversionResidue_Day084_Illumina"	0
"5624"	"UW_MP_BUL2_1"	"MS_ConversionResidue_Day084_Illumina"	0
"5625"	"UW_MP_ENTER4_1"	"MS_ConversionResidue_Day084_Illumina"	0
"5626"	"UW_MP_PREV8_1"	"MS_ConversionResidue_Day084_Illumina"	0
"5627"	"UW_MP_SCHLAC1_1"	"MS_ConversionResidue_Day084_Illumina"	0
"5628"	"UW_MP_SPOR1_1"	"MS_ConversionResidue_Day084_Illumina"	0
"5629"	"UW_TS_ACET5_1"	"MS_ConversionResidue_Day084_Illumina"	0
"5630"	"UW_TS_BAC1_1"	"MS_ConversionResidue_Day084_Illumina"	0
"5631"	"UW_TS_LAC5_1"	"MS_ConversionResidue_Day084_Illumina"	0
"5632"	"UW_TS_LEVLAC1_1"	"MS_ConversionResidue_Day084_Illumina"	0
"5633"	"UW_TS_LIMLAC1_1"	"MS_ConversionResidue_Day084_Illumina"	0.2263284
"5634"	"UW_DM_LIMLAC1_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5635"	"UW_MP_ATO5_1"	"MS_ConversionResidue_Day096_Illumina"	0.7191167
"5636"	"UW_MP_BIF15_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5637"	"UW_TS_LAC2_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5638"	"UW_TS_LACCAS1_1"	"MS_ConversionResidue_Day096_Illumina"	0.23088175
"5639"	"UW_TS_PED1_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5640"	"UW_TS_PED2_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5641"	"UW_MP_BIF3_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5642"	"UW_TS_ACET3_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5643"	"UW_TS_LAC1_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5644"	"UW_TS_LAC3_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5645"	"UW_MP_BIF2_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5646"	"UW_MP_LEUC1_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5647"	"UW_DM_LIMLAC2_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5648"	"UW_MP_BIF10_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5649"	"UW_MP_LIQLAC1_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5650"	"UW_TS_ATO2_1"	"MS_ConversionResidue_Day096_Illumina"	3.8165405
"5651"	"UW_TS_ATO3_1"	"MS_ConversionResidue_Day096_Illumina"	0.6297314
"5652"	"UW_TS_COMLAC1_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5653"	"UW_TS_FURLAC1_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5654"	"MS_EUB1_2018_genome"	"MS_ConversionResidue_Day096_Illumina"	5.1639895
"5655"	"UW_DM_MEG1_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5656"	"UW_MP_ACID1_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5657"	"UW_MP_BACTE1_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5658"	"UW_MP_CLOS1_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5659"	"UW_MP_CLOS2_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5660"	"UW_MP_MEG5_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5661"	"UW_MP_ACID2_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5662"	"UW_MP_ANA1_1"	"MS_ConversionResidue_Day096_Illumina"	0.02634504
"5663"	"UW_TS_EUB1_1"	"MS_ConversionResidue_Day096_Illumina"	0.06035346
"5664"	"UW_TS_EUB2_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5665"	"UW_MP_LCO1_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5666"	"UW_TS_LCO2_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5667"	"UW_TS_LCO3_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5668"	"MS_LCO1_2018_genome"	"MS_ConversionResidue_Day096_Illumina"	43.52942
"5669"	"UW_MP_ACUT1_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5670"	"UW_MP_SPH1_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5671"	"UW_DM_BACIL1_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5672"	"UW_DM_BURK1_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5673"	"UW_MP_ATO4_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5674"	"UW_MP_BACIL2_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5675"	"UW_TS_ACET1_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5676"	"UW_TS_LCO1_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5677"	"UW_MP_BACIL1_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5678"	"UW_MP_PREV1_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5679"	"UW_MP_SPH2_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5680"	"UW_TS_ACET2_1"	"MS_ConversionResidue_Day096_Illumina"	0.16655797
"5681"	"UW_MP_ATO2_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5682"	"UW_DM_BACTE1_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5683"	"UW_DM_DIAL1_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5684"	"UW_MP_BACIL7_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5685"	"UW_MP_BACTE7_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5686"	"UW_MP_PREV6_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5687"	"UW_MP_PREV7_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5688"	"UW_MP_SELEN1_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5689"	"UW_TS_BUL1_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5690"	"UW_TS_PREV1_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5691"	"MS_ACET1"	"MS_ConversionResidue_Day096_Illumina"	0.009373876
"5692"	"MS_COR4"	"MS_ConversionResidue_Day096_Illumina"	0
"5693"	"MS_COR5"	"MS_ConversionResidue_Day096_Illumina"	0.2644943
"5694"	"MS_LAC1_2018_genome"	"MS_ConversionResidue_Day096_Illumina"	26.164242
"5695"	"MS_LAC2_2018_genome"	"MS_ConversionResidue_Day096_Illumina"	1.246437
"5696"	"MS_LAC3_2018_genome"	"MS_ConversionResidue_Day096_Illumina"	1.0534265
"5697"	"MS_LAC5_1"	"MS_ConversionResidue_Day096_Illumina"	0.9133669
"5698"	"MS_LCO2"	"MS_ConversionResidue_Day096_Illumina"	0
"5699"	"UW_DM_ACET1_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5700"	"UW_DM_ATO2_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5701"	"UW_DM_BIF1_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5702"	"UW_DM_CLOS2_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5703"	"UW_DM_LAC2_1"	"MS_ConversionResidue_Day096_Illumina"	0.08689624
"5704"	"UW_DM_LAC3_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5705"	"UW_DM_LENLAC1_1"	"MS_ConversionResidue_Day096_Illumina"	0.16935565
"5706"	"UW_DM_LIGLAC1_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5707"	"UW_MP_ACT1_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5708"	"UW_MP_ATO3_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5709"	"UW_MP_ATO6_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5710"	"UW_MP_BACTE2_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5711"	"UW_MP_BACTE5_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5712"	"UW_MP_BIF12_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5713"	"UW_MP_BIF14_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5714"	"UW_MP_BIF16_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5715"	"UW_MP_BIF5_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5716"	"UW_MP_BIF8_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5717"	"UW_MP_BURK4_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5718"	"UW_MP_ENTER1_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5719"	"UW_MP_LCO2_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5720"	"UW_MP_MEG1_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5721"	"UW_MP_MEG3_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5722"	"UW_MP_OSCL3_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5723"	"UW_MP_STREP1_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5724"	"UW_TS_ACET6_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5725"	"UW_TS_LACCAS2_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5726"	"UW_TS_LACPLAN1_1"	"MS_ConversionResidue_Day096_Illumina"	0.03233296
"5727"	"UW_TS_PED3_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5728"	"UW_TS_PREV2_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5729"	"UW_DM_ACUT4_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5730"	"UW_MP_BACIL6_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5731"	"UW_MP_BIF4_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5732"	"UW_MP_LAC1_1"	"MS_ConversionResidue_Day096_Illumina"	0.096541025
"5733"	"UW_MP_LIQLAC2_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5734"	"UW_TS_BAC2_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5735"	"UW_TS_CLOS1_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5736"	"UW_DM_ATO1_1"	"MS_ConversionResidue_Day096_Illumina"	0.018113289
"5737"	"UW_DM_SCHLAC1_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5738"	"UW_MP_ACT2_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5739"	"UW_MP_BURK1_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5740"	"UW_MP_ENTER2_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5741"	"UW_MP_PREV4_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5742"	"UW_TS_LAC6_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5743"	"MS_COR2_2018_genome"	"MS_ConversionResidue_Day096_Illumina"	0.97083986
"5744"	"MS_COR3_2018_genome"	"MS_ConversionResidue_Day096_Illumina"	0.67029077
"5745"	"MS_LAC4_2018_genome"	"MS_ConversionResidue_Day096_Illumina"	0.62690765
"5746"	"UW_DM_ACUT1_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5747"	"UW_DM_ACUT3_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5748"	"UW_MP_BACIL8_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5749"	"UW_MP_BIF11_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5750"	"UW_MP_BIF18_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5751"	"UW_MP_BIF19_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5752"	"UW_MP_BIF7_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5753"	"UW_MP_BIF9_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5754"	"UW_MP_BUL1_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5755"	"UW_MP_BUL2_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5756"	"UW_MP_ENTER4_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5757"	"UW_MP_PREV8_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5758"	"UW_MP_SCHLAC1_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5759"	"UW_MP_SPOR1_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5760"	"UW_TS_ACET5_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5761"	"UW_TS_BAC1_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5762"	"UW_TS_LAC5_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5763"	"UW_TS_LEVLAC1_1"	"MS_ConversionResidue_Day096_Illumina"	0
"5764"	"UW_TS_LIMLAC1_1"	"MS_ConversionResidue_Day096_Illumina"	0.15982012
"5765"	"UW_DM_LIMLAC1_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5766"	"UW_MP_ATO5_1"	"MS_ConversionResidue_Day120_Illumina"	0.61974573
"5767"	"UW_MP_BIF15_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5768"	"UW_TS_LAC2_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5769"	"UW_TS_LACCAS1_1"	"MS_ConversionResidue_Day120_Illumina"	0.19174102
"5770"	"UW_TS_PED1_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5771"	"UW_TS_PED2_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5772"	"UW_MP_BIF3_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5773"	"UW_TS_ACET3_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5774"	"UW_TS_LAC1_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5775"	"UW_TS_LAC3_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5776"	"UW_MP_BIF2_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5777"	"UW_MP_LEUC1_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5778"	"UW_DM_LIMLAC2_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5779"	"UW_MP_BIF10_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5780"	"UW_MP_LIQLAC1_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5781"	"UW_TS_ATO2_1"	"MS_ConversionResidue_Day120_Illumina"	2.9581013
"5782"	"UW_TS_ATO3_1"	"MS_ConversionResidue_Day120_Illumina"	1.2491345
"5783"	"UW_TS_COMLAC1_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5784"	"UW_TS_FURLAC1_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5785"	"MS_EUB1_2018_genome"	"MS_ConversionResidue_Day120_Illumina"	3.972933
"5786"	"UW_DM_MEG1_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5787"	"UW_MP_ACID1_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5788"	"UW_MP_BACTE1_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5789"	"UW_MP_CLOS1_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5790"	"UW_MP_CLOS2_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5791"	"UW_MP_MEG5_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5792"	"UW_MP_ACID2_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5793"	"UW_MP_ANA1_1"	"MS_ConversionResidue_Day120_Illumina"	0.01048993
"5794"	"UW_TS_EUB1_1"	"MS_ConversionResidue_Day120_Illumina"	0.02224493
"5795"	"UW_TS_EUB2_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5796"	"UW_MP_LCO1_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5797"	"UW_TS_LCO2_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5798"	"UW_TS_LCO3_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5799"	"MS_LCO1_2018_genome"	"MS_ConversionResidue_Day120_Illumina"	48.424885
"5800"	"UW_MP_ACUT1_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5801"	"UW_MP_SPH1_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5802"	"UW_DM_BACIL1_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5803"	"UW_DM_BURK1_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5804"	"UW_MP_ATO4_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5805"	"UW_MP_BACIL2_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5806"	"UW_TS_ACET1_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5807"	"UW_TS_LCO1_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5808"	"UW_MP_BACIL1_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5809"	"UW_MP_PREV1_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5810"	"UW_MP_SPH2_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5811"	"UW_TS_ACET2_1"	"MS_ConversionResidue_Day120_Illumina"	0.065717325
"5812"	"UW_MP_ATO2_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5813"	"UW_DM_BACTE1_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5814"	"UW_DM_DIAL1_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5815"	"UW_MP_BACIL7_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5816"	"UW_MP_BACTE7_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5817"	"UW_MP_PREV6_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5818"	"UW_MP_PREV7_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5819"	"UW_MP_SELEN1_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5820"	"UW_TS_BUL1_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5821"	"UW_TS_PREV1_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5822"	"MS_ACET1"	"MS_ConversionResidue_Day120_Illumina"	0.006231045
"5823"	"MS_COR4"	"MS_ConversionResidue_Day120_Illumina"	0
"5824"	"MS_COR5"	"MS_ConversionResidue_Day120_Illumina"	0.71417606
"5825"	"MS_LAC1_2018_genome"	"MS_ConversionResidue_Day120_Illumina"	11.061903
"5826"	"MS_LAC2_2018_genome"	"MS_ConversionResidue_Day120_Illumina"	2.890537
"5827"	"MS_LAC3_2018_genome"	"MS_ConversionResidue_Day120_Illumina"	3.5845687
"5828"	"MS_LAC5_1"	"MS_ConversionResidue_Day120_Illumina"	0.2888914
"5829"	"MS_LCO2"	"MS_ConversionResidue_Day120_Illumina"	0
"5830"	"UW_DM_ACET1_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5831"	"UW_DM_ATO2_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5832"	"UW_DM_BIF1_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5833"	"UW_DM_CLOS2_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5834"	"UW_DM_LAC2_1"	"MS_ConversionResidue_Day120_Illumina"	0.097834304
"5835"	"UW_DM_LAC3_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5836"	"UW_DM_LENLAC1_1"	"MS_ConversionResidue_Day120_Illumina"	0.42577672
"5837"	"UW_DM_LIGLAC1_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5838"	"UW_MP_ACT1_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5839"	"UW_MP_ATO3_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5840"	"UW_MP_ATO6_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5841"	"UW_MP_BACTE2_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5842"	"UW_MP_BACTE5_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5843"	"UW_MP_BIF12_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5844"	"UW_MP_BIF14_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5845"	"UW_MP_BIF16_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5846"	"UW_MP_BIF5_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5847"	"UW_MP_BIF8_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5848"	"UW_MP_BURK4_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5849"	"UW_MP_ENTER1_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5850"	"UW_MP_LCO2_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5851"	"UW_MP_MEG1_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5852"	"UW_MP_MEG3_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5853"	"UW_MP_OSCL3_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5854"	"UW_MP_STREP1_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5855"	"UW_TS_ACET6_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5856"	"UW_TS_LACCAS2_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5857"	"UW_TS_LACPLAN1_1"	"MS_ConversionResidue_Day120_Illumina"	0.029004708
"5858"	"UW_TS_PED3_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5859"	"UW_TS_PREV2_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5860"	"UW_DM_ACUT4_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5861"	"UW_MP_BACIL6_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5862"	"UW_MP_BIF4_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5863"	"UW_MP_LAC1_1"	"MS_ConversionResidue_Day120_Illumina"	0.11058091
"5864"	"UW_MP_LIQLAC2_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5865"	"UW_TS_BAC2_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5866"	"UW_TS_CLOS1_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5867"	"UW_DM_ATO1_1"	"MS_ConversionResidue_Day120_Illumina"	0.012219601
"5868"	"UW_DM_SCHLAC1_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5869"	"UW_MP_ACT2_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5870"	"UW_MP_BURK1_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5871"	"UW_MP_ENTER2_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5872"	"UW_MP_PREV4_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5873"	"UW_TS_LAC6_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5874"	"MS_COR2_2018_genome"	"MS_ConversionResidue_Day120_Illumina"	5.6960998
"5875"	"MS_COR3_2018_genome"	"MS_ConversionResidue_Day120_Illumina"	1.3550408
"5876"	"MS_LAC4_2018_genome"	"MS_ConversionResidue_Day120_Illumina"	2.908482
"5877"	"UW_DM_ACUT1_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5878"	"UW_DM_ACUT3_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5879"	"UW_MP_BACIL8_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5880"	"UW_MP_BIF11_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5881"	"UW_MP_BIF18_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5882"	"UW_MP_BIF19_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5883"	"UW_MP_BIF7_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5884"	"UW_MP_BIF9_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5885"	"UW_MP_BUL1_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5886"	"UW_MP_BUL2_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5887"	"UW_MP_ENTER4_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5888"	"UW_MP_PREV8_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5889"	"UW_MP_SCHLAC1_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5890"	"UW_MP_SPOR1_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5891"	"UW_TS_ACET5_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5892"	"UW_TS_BAC1_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5893"	"UW_TS_LAC5_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5894"	"UW_TS_LEVLAC1_1"	"MS_ConversionResidue_Day120_Illumina"	0
"5895"	"UW_TS_LIMLAC1_1"	"MS_ConversionResidue_Day120_Illumina"	0.05230073
"5896"	"UW_DM_LIMLAC1_1"	"MS_ConversionResidue_Day378_PacBio"	0
"5897"	"UW_MP_ATO5_1"	"MS_ConversionResidue_Day378_PacBio"	2.0227196
"5898"	"UW_MP_BIF15_1"	"MS_ConversionResidue_Day378_PacBio"	0
"5899"	"UW_TS_LAC2_1"	"MS_ConversionResidue_Day378_PacBio"	0.015510847
"5900"	"UW_TS_LACCAS1_1"	"MS_ConversionResidue_Day378_PacBio"	0
"5901"	"UW_TS_PED1_1"	"MS_ConversionResidue_Day378_PacBio"	0
"5902"	"UW_TS_PED2_1"	"MS_ConversionResidue_Day378_PacBio"	0
"5903"	"UW_MP_BIF3_1"	"MS_ConversionResidue_Day378_PacBio"	0
"5904"	"UW_TS_ACET3_1"	"MS_ConversionResidue_Day378_PacBio"	0
"5905"	"UW_TS_LAC1_1"	"MS_ConversionResidue_Day378_PacBio"	0
"5906"	"UW_TS_LAC3_1"	"MS_ConversionResidue_Day378_PacBio"	0
"5907"	"UW_MP_BIF2_1"	"MS_ConversionResidue_Day378_PacBio"	0
"5908"	"UW_MP_LEUC1_1"	"MS_ConversionResidue_Day378_PacBio"	0
"5909"	"UW_DM_LIMLAC2_1"	"MS_ConversionResidue_Day378_PacBio"	0
"5910"	"UW_MP_BIF10_1"	"MS_ConversionResidue_Day378_PacBio"	0
"5911"	"UW_MP_LIQLAC1_1"	"MS_ConversionResidue_Day378_PacBio"	0
"5912"	"UW_TS_ATO2_1"	"MS_ConversionResidue_Day378_PacBio"	4.2298727
"5913"	"UW_TS_ATO3_1"	"MS_ConversionResidue_Day378_PacBio"	0.71572477
"5914"	"UW_TS_COMLAC1_1"	"MS_ConversionResidue_Day378_PacBio"	0
"5915"	"UW_TS_FURLAC1_1"	"MS_ConversionResidue_Day378_PacBio"	0
"5916"	"MS_EUB1_2018_genome"	"MS_ConversionResidue_Day378_PacBio"	1.0292467
