Rel_Abundance	variable	value			Researcher	Researcher_Reactor	Sample_Name	Day	Seq_Tech	MAG_ID	Relative_Abundance					
1000	UW_TS_EUB2_1	KW_CSTR_Day084_Illumina	0		KW	KW_CSTR	CSTR_Day084	84	Illumina	UW_TS_EUB2_1	0		KW_CSTR	CSTR_Day084	84	Illumina
1001	UW_MP_LCO1_1	KW_CSTR_Day084_Illumina	0.018130168		KW	KW_CSTR	CSTR_Day084	84	Illumina	UW_MP_LCO1_1	0.018130168		KW_CSTR	CSTR_Day084	84	Illumina
1002	UW_TS_LCO2_1	KW_CSTR_Day084_Illumina	0		KW	KW_CSTR	CSTR_Day084	84	Illumina	UW_TS_LCO2_1	0		KW_CSTR	CSTR_Day084	84	Illumina
1003	UW_TS_LCO3_1	KW_CSTR_Day084_Illumina	0		KW	KW_CSTR	CSTR_Day084	84	Illumina	UW_TS_LCO3_1	0		KW_CSTR	CSTR_Day084	84	Illumina
1004	MS_LCO1_2018_genome	KW_CSTR_Day084_Illumina	0		KW	KW_CSTR	CSTR_Day084	84	Illumina	MS_LCO1_2018_genome	0		KW_CSTR	CSTR_Day084	84	Illumina
1005	UW_MP_ACUT1_1	KW_CSTR_Day084_Illumina	0.51321334		KW	KW_CSTR	CSTR_Day084	84	Illumina	UW_MP_ACUT1_1	0.51321334		KW_CSTR	CSTR_Day084	84	Illumina
1006	UW_MP_SPH1_1	KW_CSTR_Day084_Illumina	0		KW	KW_CSTR	CSTR_Day084	84	Illumina	UW_MP_SPH1_1	0		KW_CSTR	CSTR_Day084	84	Illumina
1007	UW_DM_BACIL1_1	KW_CSTR_Day084_Illumina	0		KW	KW_CSTR	CSTR_Day084	84	Illumina	UW_DM_BACIL1_1	0		KW_CSTR	CSTR_Day084	84	Illumina
1008	UW_DM_BURK1_1	KW_CSTR_Day084_Illumina	0		KW	KW_CSTR	CSTR_Day084	84	Illumina	UW_DM_BURK1_1	0		KW_CSTR	CSTR_Day084	84	Illumina
1009	UW_MP_ATO4_1	KW_CSTR_Day084_Illumina	0		KW	KW_CSTR	CSTR_Day084	84	Illumina	UW_MP_ATO4_1	0		KW_CSTR	CSTR_Day084	84	Illumina
1010	UW_MP_BACIL2_1	KW_CSTR_Day084_Illumina	0		KW	KW_CSTR	CSTR_Day084	84	Illumina	UW_MP_BACIL2_1	0		KW_CSTR	CSTR_Day084	84	Illumina
1011	UW_TS_ACET1_1	KW_CSTR_Day084_Illumina	0.004449863		KW	KW_CSTR	CSTR_Day084	84	Illumina	UW_TS_ACET1_1	0.004449863		KW_CSTR	CSTR_Day084	84	Illumina
1012	UW_TS_LCO1_1	KW_CSTR_Day084_Illumina	0		KW	KW_CSTR	CSTR_Day084	84	Illumina	UW_TS_LCO1_1	0		KW_CSTR	CSTR_Day084	84	Illumina
1013	UW_MP_BACIL1_1	KW_CSTR_Day084_Illumina	0		KW	KW_CSTR	CSTR_Day084	84	Illumina	UW_MP_BACIL1_1	0		KW_CSTR	CSTR_Day084	84	Illumina
1014	UW_MP_PREV1_1	KW_CSTR_Day084_Illumina	0		KW	KW_CSTR	CSTR_Day084	84	Illumina	UW_MP_PREV1_1	0		KW_CSTR	CSTR_Day084	84	Illumina
1015	UW_MP_SPH2_1	KW_CSTR_Day084_Illumina	0.051146552		KW	KW_CSTR	CSTR_Day084	84	Illumina	UW_MP_SPH2_1	0.051146552		KW_CSTR	CSTR_Day084	84	Illumina
1016	UW_TS_ACET2_1	KW_CSTR_Day084_Illumina	0		KW	KW_CSTR	CSTR_Day084	84	Illumina	UW_TS_ACET2_1	0		KW_CSTR	CSTR_Day084	84	Illumina
1017	UW_MP_ATO2_1	KW_CSTR_Day084_Illumina	0		KW	KW_CSTR	CSTR_Day084	84	Illumina	UW_MP_ATO2_1	0		KW_CSTR	CSTR_Day084	84	Illumina
1018	UW_DM_BACTE1_1	KW_CSTR_Day084_Illumina	0		KW	KW_CSTR	CSTR_Day084	84	Illumina	UW_DM_BACTE1_1	0		KW_CSTR	CSTR_Day084	84	Illumina
1019	UW_DM_DIAL1_1	KW_CSTR_Day084_Illumina	0		KW	KW_CSTR	CSTR_Day084	84	Illumina	UW_DM_DIAL1_1	0		KW_CSTR	CSTR_Day084	84	Illumina
1020	UW_MP_BACIL7_1	KW_CSTR_Day084_Illumina	0		KW	KW_CSTR	CSTR_Day084	84	Illumina	UW_MP_BACIL7_1	0		KW_CSTR	CSTR_Day084	84	Illumina
1021	UW_MP_BACTE7_1	KW_CSTR_Day084_Illumina	0		KW	KW_CSTR	CSTR_Day084	84	Illumina	UW_MP_BACTE7_1	0		KW_CSTR	CSTR_Day084	84	Illumina
1022	UW_MP_PREV6_1	KW_CSTR_Day084_Illumina	0.5965953		KW	KW_CSTR	CSTR_Day084	84	Illumina	UW_MP_PREV6_1	0.5965953		KW_CSTR	CSTR_Day084	84	Illumina
1023	UW_MP_PREV7_1	KW_CSTR_Day084_Illumina	0.024985619		KW	KW_CSTR	CSTR_Day084	84	Illumina	UW_MP_PREV7_1	0.024985619		KW_CSTR	CSTR_Day084	84	Illumina
1024	UW_MP_SELEN1_1	KW_CSTR_Day084_Illumina	0		KW	KW_CSTR	CSTR_Day084	84	Illumina	UW_MP_SELEN1_1	0		KW_CSTR	CSTR_Day084	84	Illumina
1025	UW_TS_BUL1_1	KW_CSTR_Day084_Illumina	0		KW	KW_CSTR	CSTR_Day084	84	Illumina	UW_TS_BUL1_1	0		KW_CSTR	CSTR_Day084	84	Illumina
1026	UW_TS_PREV1_1	KW_CSTR_Day084_Illumina	0.6381614		KW	KW_CSTR	CSTR_Day084	84	Illumina	UW_TS_PREV1_1	0.6381614		KW_CSTR	CSTR_Day084	84	Illumina
1027	UW_DM_LIMLAC1_1	KW_CSTR_Day097_Illumina	0		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_DM_LIMLAC1_1	0		KW_CSTR	CSTR_Day097	97	Illumina
1028	UW_MP_ATO5_1	KW_CSTR_Day097_Illumina	0		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_MP_ATO5_1	0		KW_CSTR	CSTR_Day097	97	Illumina
1029	UW_MP_BIF15_1	KW_CSTR_Day097_Illumina	0.02640217		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_MP_BIF15_1	0.02640217		KW_CSTR	CSTR_Day097	97	Illumina
1030	UW_TS_LAC2_1	KW_CSTR_Day097_Illumina	0		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_TS_LAC2_1	0		KW_CSTR	CSTR_Day097	97	Illumina
1031	UW_TS_LACCAS1_1	KW_CSTR_Day097_Illumina	0.00571129		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_TS_LACCAS1_1	0.00571129		KW_CSTR	CSTR_Day097	97	Illumina
1032	UW_TS_PED1_1	KW_CSTR_Day097_Illumina	0		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_TS_PED1_1	0		KW_CSTR	CSTR_Day097	97	Illumina
1033	UW_TS_PED2_1	KW_CSTR_Day097_Illumina	0		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_TS_PED2_1	0		KW_CSTR	CSTR_Day097	97	Illumina
1034	UW_MP_BIF3_1	KW_CSTR_Day097_Illumina	0		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_MP_BIF3_1	0		KW_CSTR	CSTR_Day097	97	Illumina
1035	UW_TS_ACET3_1	KW_CSTR_Day097_Illumina	0		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_TS_ACET3_1	0		KW_CSTR	CSTR_Day097	97	Illumina
1036	UW_TS_LAC1_1	KW_CSTR_Day097_Illumina	0		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_TS_LAC1_1	0		KW_CSTR	CSTR_Day097	97	Illumina
1037	UW_TS_LAC3_1	KW_CSTR_Day097_Illumina	0		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_TS_LAC3_1	0		KW_CSTR	CSTR_Day097	97	Illumina
1038	UW_MP_BIF2_1	KW_CSTR_Day097_Illumina	0.28936285		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_MP_BIF2_1	0.28936285		KW_CSTR	CSTR_Day097	97	Illumina
1039	UW_MP_LEUC1_1	KW_CSTR_Day097_Illumina	0.019408785		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_MP_LEUC1_1	0.019408785		KW_CSTR	CSTR_Day097	97	Illumina
1040	UW_DM_LIMLAC2_1	KW_CSTR_Day097_Illumina	0		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_DM_LIMLAC2_1	0		KW_CSTR	CSTR_Day097	97	Illumina
1041	UW_MP_BIF10_1	KW_CSTR_Day097_Illumina	0.025061283		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_MP_BIF10_1	0.025061283		KW_CSTR	CSTR_Day097	97	Illumina
1042	UW_MP_LIQLAC1_1	KW_CSTR_Day097_Illumina	0.037917446		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_MP_LIQLAC1_1	0.037917446		KW_CSTR	CSTR_Day097	97	Illumina
1043	UW_TS_ATO2_1	KW_CSTR_Day097_Illumina	0		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_TS_ATO2_1	0		KW_CSTR	CSTR_Day097	97	Illumina
1044	UW_TS_ATO3_1	KW_CSTR_Day097_Illumina	0		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_TS_ATO3_1	0		KW_CSTR	CSTR_Day097	97	Illumina
1045	UW_TS_COMLAC1_1	KW_CSTR_Day097_Illumina	0		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_TS_COMLAC1_1	0		KW_CSTR	CSTR_Day097	97	Illumina
1046	UW_TS_FURLAC1_1	KW_CSTR_Day097_Illumina	0		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_TS_FURLAC1_1	0		KW_CSTR	CSTR_Day097	97	Illumina
1047	MS_EUB1_2018_genome	KW_CSTR_Day097_Illumina	0		KW	KW_CSTR	CSTR_Day097	97	Illumina	MS_EUB1_2018_genome	0		KW_CSTR	CSTR_Day097	97	Illumina
1048	UW_DM_MEG1_1	KW_CSTR_Day097_Illumina	0		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_DM_MEG1_1	0		KW_CSTR	CSTR_Day097	97	Illumina
1049	UW_MP_ACID1_1	KW_CSTR_Day097_Illumina	0		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_MP_ACID1_1	0		KW_CSTR	CSTR_Day097	97	Illumina
1050	UW_MP_BACTE1_1	KW_CSTR_Day097_Illumina	0		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_MP_BACTE1_1	0		KW_CSTR	CSTR_Day097	97	Illumina
1051	UW_MP_CLOS1_1	KW_CSTR_Day097_Illumina	13.905853		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_MP_CLOS1_1	13.905853		KW_CSTR	CSTR_Day097	97	Illumina
1052	UW_MP_CLOS2_1	KW_CSTR_Day097_Illumina	0.11704789		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_MP_CLOS2_1	0.11704789		KW_CSTR	CSTR_Day097	97	Illumina
1053	UW_MP_MEG5_1	KW_CSTR_Day097_Illumina	0		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_MP_MEG5_1	0		KW_CSTR	CSTR_Day097	97	Illumina
1054	UW_MP_ACID2_1	KW_CSTR_Day097_Illumina	0		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_MP_ACID2_1	0		KW_CSTR	CSTR_Day097	97	Illumina
1055	UW_MP_ANA1_1	KW_CSTR_Day097_Illumina	0.05370961		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_MP_ANA1_1	0.05370961		KW_CSTR	CSTR_Day097	97	Illumina
1056	UW_TS_EUB1_1	KW_CSTR_Day097_Illumina	0		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_TS_EUB1_1	0		KW_CSTR	CSTR_Day097	97	Illumina
1057	UW_TS_EUB2_1	KW_CSTR_Day097_Illumina	0		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_TS_EUB2_1	0		KW_CSTR	CSTR_Day097	97	Illumina
1058	UW_MP_LCO1_1	KW_CSTR_Day097_Illumina	0		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_MP_LCO1_1	0		KW_CSTR	CSTR_Day097	97	Illumina
1059	UW_TS_LCO2_1	KW_CSTR_Day097_Illumina	0		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_TS_LCO2_1	0		KW_CSTR	CSTR_Day097	97	Illumina
1060	UW_TS_LCO3_1	KW_CSTR_Day097_Illumina	0		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_TS_LCO3_1	0		KW_CSTR	CSTR_Day097	97	Illumina
1061	MS_LCO1_2018_genome	KW_CSTR_Day097_Illumina	0		KW	KW_CSTR	CSTR_Day097	97	Illumina	MS_LCO1_2018_genome	0		KW_CSTR	CSTR_Day097	97	Illumina
1062	UW_MP_ACUT1_1	KW_CSTR_Day097_Illumina	0.07753659		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_MP_ACUT1_1	0.07753659		KW_CSTR	CSTR_Day097	97	Illumina
1063	UW_MP_SPH1_1	KW_CSTR_Day097_Illumina	0.004143119		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_MP_SPH1_1	0.004143119		KW_CSTR	CSTR_Day097	97	Illumina
1064	UW_DM_BACIL1_1	KW_CSTR_Day097_Illumina	0		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_DM_BACIL1_1	0		KW_CSTR	CSTR_Day097	97	Illumina
1065	UW_DM_BURK1_1	KW_CSTR_Day097_Illumina	0.05379092		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_DM_BURK1_1	0.05379092		KW_CSTR	CSTR_Day097	97	Illumina
1066	UW_MP_ATO4_1	KW_CSTR_Day097_Illumina	0		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_MP_ATO4_1	0		KW_CSTR	CSTR_Day097	97	Illumina
1067	UW_MP_BACIL2_1	KW_CSTR_Day097_Illumina	0.010342225		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_MP_BACIL2_1	0.010342225		KW_CSTR	CSTR_Day097	97	Illumina
1068	UW_TS_ACET1_1	KW_CSTR_Day097_Illumina	0.029134192		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_TS_ACET1_1	0.029134192		KW_CSTR	CSTR_Day097	97	Illumina
1069	UW_TS_LCO1_1	KW_CSTR_Day097_Illumina	0		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_TS_LCO1_1	0		KW_CSTR	CSTR_Day097	97	Illumina
1070	UW_MP_BACIL1_1	KW_CSTR_Day097_Illumina	0		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_MP_BACIL1_1	0		KW_CSTR	CSTR_Day097	97	Illumina
1071	UW_MP_PREV1_1	KW_CSTR_Day097_Illumina	0		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_MP_PREV1_1	0		KW_CSTR	CSTR_Day097	97	Illumina
1072	UW_MP_SPH2_1	KW_CSTR_Day097_Illumina	0.048643723		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_MP_SPH2_1	0.048643723		KW_CSTR	CSTR_Day097	97	Illumina
1073	UW_TS_ACET2_1	KW_CSTR_Day097_Illumina	0		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_TS_ACET2_1	0		KW_CSTR	CSTR_Day097	97	Illumina
1074	UW_MP_ATO2_1	KW_CSTR_Day097_Illumina	0		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_MP_ATO2_1	0		KW_CSTR	CSTR_Day097	97	Illumina
1075	UW_DM_BACTE1_1	KW_CSTR_Day097_Illumina	0		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_DM_BACTE1_1	0		KW_CSTR	CSTR_Day097	97	Illumina
1076	UW_DM_DIAL1_1	KW_CSTR_Day097_Illumina	0		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_DM_DIAL1_1	0		KW_CSTR	CSTR_Day097	97	Illumina
1077	UW_MP_BACIL7_1	KW_CSTR_Day097_Illumina	0		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_MP_BACIL7_1	0		KW_CSTR	CSTR_Day097	97	Illumina
1078	UW_MP_BACTE7_1	KW_CSTR_Day097_Illumina	0		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_MP_BACTE7_1	0		KW_CSTR	CSTR_Day097	97	Illumina
1079	UW_MP_PREV6_1	KW_CSTR_Day097_Illumina	0.091544114		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_MP_PREV6_1	0.091544114		KW_CSTR	CSTR_Day097	97	Illumina
1080	UW_MP_PREV7_1	KW_CSTR_Day097_Illumina	0		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_MP_PREV7_1	0		KW_CSTR	CSTR_Day097	97	Illumina
1081	UW_MP_SELEN1_1	KW_CSTR_Day097_Illumina	0		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_MP_SELEN1_1	0		KW_CSTR	CSTR_Day097	97	Illumina
1082	UW_TS_BUL1_1	KW_CSTR_Day097_Illumina	0		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_TS_BUL1_1	0		KW_CSTR	CSTR_Day097	97	Illumina
1083	UW_TS_PREV1_1	KW_CSTR_Day097_Illumina	0.09899038		KW	KW_CSTR	CSTR_Day097	97	Illumina	UW_TS_PREV1_1	0.09899038		KW_CSTR	CSTR_Day097	97	Illumina
1084	UW_DM_LIMLAC1_1	KW_CSTR_Day108_Illumina	0		KW	KW_CSTR	CSTR_Day108	108	Illumina	UW_DM_LIMLAC1_1	0		KW_CSTR	CSTR_Day108	108	Illumina
1085	UW_MP_ATO5_1	KW_CSTR_Day108_Illumina	0		KW	KW_CSTR	CSTR_Day108	108	Illumina	UW_MP_ATO5_1	0		KW_CSTR	CSTR_Day108	108	Illumina
1086	UW_MP_BIF15_1	KW_CSTR_Day108_Illumina	0.20949706		KW	KW_CSTR	CSTR_Day108	108	Illumina	UW_MP_BIF15_1	0.20949706		KW_CSTR	CSTR_Day108	108	Illumina
1087	UW_TS_LAC2_1	KW_CSTR_Day108_Illumina	0		KW	KW_CSTR	CSTR_Day108	108	Illumina	UW_TS_LAC2_1	0		KW_CSTR	CSTR_Day108	108	Illumina
1088	UW_TS_LACCAS1_1	KW_CSTR_Day108_Illumina	0.02259689		KW	KW_CSTR	CSTR_Day108	108	Illumina	UW_TS_LACCAS1_1	0.02259689		KW_CSTR	CSTR_Day108	108	Illumina
1089	UW_TS_PED1_1	KW_CSTR_Day108_Illumina	0		KW	KW_CSTR	CSTR_Day108	108	Illumina	UW_TS_PED1_1	0		KW_CSTR	CSTR_Day108	108	Illumina
1090	UW_TS_PED2_1	KW_CSTR_Day108_Illumina	0		KW	KW_CSTR	CSTR_Day108	108	Illumina	UW_TS_PED2_1	0		KW_CSTR	CSTR_Day108	108	Illumina
1091	UW_MP_BIF3_1	KW_CSTR_Day108_Illumina	0		KW	KW_CSTR	CSTR_Day108	108	Illumina	UW_MP_BIF3_1	0		KW_CSTR	CSTR_Day108	108	Illumina
1092	UW_TS_ACET3_1	KW_CSTR_Day108_Illumina	0		KW	KW_CSTR	CSTR_Day108	108	Illumina	UW_TS_ACET3_1	0		KW_CSTR	CSTR_Day108	108	Illumina
1093	UW_TS_LAC1_1	KW_CSTR_Day108_Illumina	0		KW	KW_CSTR	CSTR_Day108	108	Illumina	UW_TS_LAC1_1	0		KW_CSTR	CSTR_Day108	108	Illumina
1094	UW_TS_LAC3_1	KW_CSTR_Day108_Illumina	0		KW	KW_CSTR	CSTR_Day108	108	Illumina	UW_TS_LAC3_1	0		KW_CSTR	CSTR_Day108	108	Illumina
1095	UW_MP_BIF2_1	KW_CSTR_Day108_Illumina	1.7123114		KW	KW_CSTR	CSTR_Day108	108	Illumina	UW_MP_BIF2_1	1.7123114		KW_CSTR	CSTR_Day108	108	Illumina
1096	UW_MP_LEUC1_1	KW_CSTR_Day108_Illumina	0.14689192		KW	KW_CSTR	CSTR_Day108	108	Illumina	UW_MP_LEUC1_1	0.14689192		KW_CSTR	CSTR_Day108	108	Illumina
1097	UW_DM_LIMLAC2_1	KW_CSTR_Day108_Illumina	0		KW	KW_CSTR	CSTR_Day108	108	Illumina	UW_DM_LIMLAC2_1	0		KW_CSTR	CSTR_Day108	108	Illumina
1098	UW_MP_BIF10_1	KW_CSTR_Day108_Illumina	0.13615791		KW	KW_CSTR	CSTR_Day108	108	Illumina	UW_MP_BIF10_1	0.13615791		KW_CSTR	CSTR_Day108	108	Illumina
1099	UW_MP_LIQLAC1_1	KW_CSTR_Day108_Illumina	0.013925261		KW	KW_CSTR	CSTR_Day108	108	Illumina	UW_MP_LIQLAC1_1	0.013925261		KW_CSTR	CSTR_Day108	108	Illumina
1100	UW_TS_ATO2_1	KW_CSTR_Day108_Illumina	0		KW	KW_CSTR	CSTR_Day108	108	Illumina	UW_TS_ATO2_1	0		KW_CSTR	CSTR_Day108	108	Illumina
1101	UW_TS_ATO3_1	KW_CSTR_Day108_Illumina	0		KW	KW_CSTR	CSTR_Day108	108	Illumina	UW_TS_ATO3_1	0		KW_CSTR	CSTR_Day108	108	Illumina
1102	UW_TS_COMLAC1_1	KW_CSTR_Day108_Illumina	0		KW	KW_CSTR	CSTR_Day108	108	Illumina	UW_TS_COMLAC1_1	0		KW_CSTR	CSTR_Day108	108	Illumina
1103	UW_TS_FURLAC1_1	KW_CSTR_Day108_Illumina	0		KW	KW_CSTR	CSTR_Day108	108	Illumina	UW_TS_FURLAC1_1	0		KW_CSTR	CSTR_Day108	108	Illumina
1104	MS_EUB1_2018_genome	KW_CSTR_Day108_Illumina	0		KW	KW_CSTR	CSTR_Day108	108	Illumina	MS_EUB1_2018_genome	0		KW_CSTR	CSTR_Day108	108	Illumina
1105	UW_DM_MEG1_1	KW_CSTR_Day108_Illumina	0		KW	KW_CSTR	CSTR_Day108	108	Illumina	UW_DM_MEG1_1	0		KW_CSTR	CSTR_Day108	108	Illumina
1106	UW_MP_ACID1_1	KW_CSTR_Day108_Illumina	0		KW	KW_CSTR	CSTR_Day108	108	Illumina	UW_MP_ACID1_1	0		KW_CSTR	CSTR_Day108	108	Illumina
1107	UW_MP_BACTE1_1	KW_CSTR_Day108_Illumina	0		KW	KW_CSTR	CSTR_Day108	108	Illumina	UW_MP_BACTE1_1	0		KW_CSTR	CSTR_Day108	108	Illumina
1108	UW_MP_CLOS1_1	KW_CSTR_Day108_Illumina	5.9500594		KW	KW_CSTR	CSTR_Day108	108	Illumina	UW_MP_CLOS1_1	5.9500594		KW_CSTR	CSTR_Day108	108	Illumina
1109	UW_MP_CLOS2_1	KW_CSTR_Day108_Illumina	0.05263978		KW	KW_CSTR	CSTR_Day108	108	Illumina	UW_MP_CLOS2_1	0.05263978		KW_CSTR	CSTR_Day108	108	Illumina
1110	UW_MP_MEG5_1	KW_CSTR_Day108_Illumina	0		KW	KW_CSTR	CSTR_Day108	108	Illumina	UW_MP_MEG5_1	0		KW_CSTR	CSTR_Day108	108	Illumina
1111	UW_MP_ACID2_1	KW_CSTR_Day108_Illumina	0		KW	KW_CSTR	CSTR_Day108	108	Illumina	UW_MP_ACID2_1	0		KW_CSTR	CSTR_Day108	108	Illumina
1112	UW_MP_ANA1_1	KW_CSTR_Day108_Illumina	0.022383928		KW	KW_CSTR	CSTR_Day108	108	Illumina	UW_MP_ANA1_1	0.022383928		KW_CSTR	CSTR_Day108	108	Illumina
1113	UW_TS_EUB1_1	KW_CSTR_Day108_Illumina	0		KW	KW_CSTR	CSTR_Day108	108	Illumina	UW_TS_EUB1_1	0		KW_CSTR	CSTR_Day108	108	Illumina
1114	UW_TS_EUB2_1	KW_CSTR_Day108_Illumina	0		KW	KW_CSTR	CSTR_Day108	108	Illumina	UW_TS_EUB2_1	0		KW_CSTR	CSTR_Day108	108	Illumina
1115	UW_MP_LCO1_1	KW_CSTR_Day108_Illumina	0		KW	KW_CSTR	CSTR_Day108	108	Illumina	UW_MP_LCO1_1	0		KW_CSTR	CSTR_Day108	108	Illumina
1116	UW_TS_LCO2_1	KW_CSTR_Day108_Illumina	0		KW	KW_CSTR	CSTR_Day108	108	Illumina	UW_TS_LCO2_1	0		KW_CSTR	CSTR_Day108	108	Illumina
1117	UW_TS_LCO3_1	KW_CSTR_Day108_Illumina	0		KW	KW_CSTR	CSTR_Day108	108	Illumina	UW_TS_LCO3_1	0		KW_CSTR	CSTR_Day108	108	Illumina
1118	MS_LCO1_2018_genome	KW_CSTR_Day108_Illumina	0		KW	KW_CSTR	CSTR_Day108	108	Illumina	MS_LCO1_2018_genome	0		KW_CSTR	CSTR_Day108	108	Illumina
1119	UW_MP_ACUT1_1	KW_CSTR_Day108_Illumina	0.019185595		KW	KW_CSTR	CSTR_Day108	108	Illumina	UW_MP_ACUT1_1	0.019185595		KW_CSTR	CSTR_Day108	108	Illumina
1120	UW_MP_SPH1_1	KW_CSTR_Day108_Illumina	0.008388713		KW	KW_CSTR	CSTR_Day108	108	Illumina	UW_MP_SPH1_1	0.008388713		KW_CSTR	CSTR_Day108	108	Illumina
1121	UW_DM_BACIL1_1	KW_CSTR_Day108_Illumina	0		KW	KW_CSTR	CSTR_Day108	108	Illumina	UW_DM_BACIL1_1	0		KW_CSTR	CSTR_Day108	108	Illumina
1122	UW_DM_BURK1_1	KW_CSTR_Day108_Illumina	1.3943402		KW	KW_CSTR	CSTR_Day108	108	Illumina	UW_DM_BURK1_1	1.3943402		KW_CSTR	CSTR_Day108	108	Illumina
1123	UW_MP_ATO4_1	KW_CSTR_Day108_Illumina	0		KW	KW_CSTR	CSTR_Day108	108	Illumina	UW_MP_ATO4_1	0		KW_CSTR	CSTR_Day108	108	Illumina
1124	UW_MP_BACIL2_1	KW_CSTR_Day108_Illumina	0.018691208		KW	KW_CSTR	CSTR_Day108	108	Illumina	UW_MP_BACIL2_1	0.018691208		KW_CSTR	CSTR_Day108	108	Illumina
1125	UW_TS_ACET1_1	KW_CSTR_Day108_Illumina	0.09938181		KW	KW_CSTR	CSTR_Day108	108	Illumina	UW_TS_ACET1_1	0.09938181		KW_CSTR	CSTR_Day108	108	Illumina
1126	UW_TS_LCO1_1	KW_CSTR_Day108_Illumina	0		KW	KW_CSTR	CSTR_Day108	108	Illumina	UW_TS_LCO1_1	0		KW_CSTR	CSTR_Day108	108	Illumina
1127	UW_MP_BACIL1_1	KW_CSTR_Day108_Illumina	0		KW	KW_CSTR	CSTR_Day108	108	Illumina	UW_MP_BACIL1_1	0		KW_CSTR	CSTR_Day108	108	Illumina
1128	UW_MP_PREV1_1	KW_CSTR_Day108_Illumina	0		KW	KW_CSTR	CSTR_Day108	108	Illumina	UW_MP_PREV1_1	0		KW_CSTR	CSTR_Day108	108	Illumina
1129	UW_MP_SPH2_1	KW_CSTR_Day108_Illumina	0.04346795		KW	KW_CSTR	CSTR_Day108	108	Illumina	UW_MP_SPH2_1	0.04346795		KW_CSTR	CSTR_Day108	108	Illumina
1130	UW_TS_ACET2_1	KW_CSTR_Day108_Illumina	0.01764973		KW	KW_CSTR	CSTR_Day108	108	Illumina	UW_TS_ACET2_1	0.01764973		KW_CSTR	CSTR_Day108	108	Illumina
1131	UW_MP_ATO2_1	KW_CSTR_Day108_Illumina	0		KW	KW_CSTR	CSTR_Day108	108	Illumina	UW_MP_ATO2_1	0		KW_CSTR	CSTR_Day108	108	Illumina
1132	UW_DM_BACTE1_1	KW_CSTR_Day108_Illumina	0		KW	KW_CSTR	CSTR_Day108	108	Illumina	UW_DM_BACTE1_1	0		KW_CSTR	CSTR_Day108	108	Illumina
